window_index,start_s,end_s,predicted_label,focus_probability
0,0.0,4.0,unfocus,0.14874792242376986
1,2.0,6.0,unfocus,0.12097344466874281
2,4.0,8.0,unfocus,0.12044556052994226
3,6.0,10.0,unfocus,0.021598342805395524
4,8.0,12.0,unfocus,0.2935309003605071
5,10.0,14.0,unfocus,0.31714732038359045
6,12.0,16.0,unfocus,0.3013052325683647
7,14.0,18.0,unfocus,0.32129185968605456
8,16.0,20.0,unfocus,0.2863236270793491
9,18.0,22.0,unfocus,0.35426076339037016
10,20.0,24.0,unfocus,0.015236803103167685
11,22.0,26.0,unfocus,0.022443145329045806
12,24.0,28.0,unfocus,0.045814961153102914
13,26.0,30.0,unfocus,0.007191610146410065
14,28.0,32.0,unfocus,0.01667649419659644
15,30.0,34.0,unfocus,0.008811563732458446
16,32.0,36.0,unfocus,0.028594754367813377
17,34.0,38.0,unfocus,0.014435523779850103
18,36.0,40.0,unfocus,0.00638162165060518
19,38.0,42.0,unfocus,0.0042443707948841905
20,40.0,44.0,unfocus,0.038529883581597604
21,42.0,46.0,unfocus,0.03993437536355719
22,44.0,48.0,unfocus,0.037815385204805645
23,46.0,50.0,unfocus,0.008361261256750959
24,48.0,52.0,unfocus,0.014141173875022381
25,50.0,54.0,unfocus,0.007005870726344487
26,52.0,56.0,unfocus,0.02291464019809482
27,54.0,58.0,unfocus,0.03905383854654172
28,56.0,60.0,unfocus,0.03713146624747396
29,58.0,62.0,unfocus,0.010084919215038082
30,60.0,64.0,unfocus,0.024297857205874115
31,62.0,66.0,unfocus,0.024360972890134936
32,64.0,68.0,unfocus,0.023163715498613055
33,66.0,70.0,unfocus,0.011901033069842679
34,68.0,72.0,unfocus,0.013381059380307484
35,70.0,74.0,unfocus,0.32730218370195685
36,72.0,76.0,unfocus,0.3179475764995116
37,74.0,78.0,unfocus,0.3139749296731389
38,76.0,80.0,unfocus,0.2568526128718432
39,78.0,82.0,unfocus,0.12087195213335789
40,80.0,84.0,unfocus,0.09881325608909217
41,82.0,86.0,unfocus,0.33076636900493855
42,84.0,88.0,unfocus,0.33076584126784997
43,86.0,90.0,unfocus,0.06923738252296403
44,88.0,92.0,unfocus,0.06796764503511905
45,90.0,94.0,unfocus,0.012233497888215353
46,92.0,96.0,unfocus,0.022476982483959497
47,94.0,98.0,unfocus,0.02363705695044962
48,96.0,100.0,unfocus,0.01735442266376131
49,98.0,102.0,unfocus,0.016169649513392875
50,100.0,104.0,unfocus,0.029992708419611984
51,102.0,106.0,unfocus,0.004597635972498954
52,104.0,108.0,unfocus,0.03877697624946042
53,106.0,110.0,unfocus,0.038218008905717755
54,108.0,112.0,unfocus,0.02623994764879354
55,110.0,114.0,unfocus,0.06322198545559002
56,112.0,116.0,unfocus,0.033594831545577984
57,114.0,118.0,unfocus,0.03809142494071591
58,116.0,120.0,unfocus,0.028081228286622805
59,118.0,122.0,unfocus,0.05302920329016577
60,120.0,124.0,unfocus,0.2514974376133435
61,122.0,126.0,unfocus,0.22533884941065363
62,124.0,128.0,unfocus,0.2206862907481629
63,126.0,130.0,unfocus,0.27950052124506297
64,128.0,132.0,unfocus,0.3306938661756928
65,130.0,134.0,unfocus,0.3307032601287707
66,132.0,136.0,unfocus,0.32847000593353504
67,134.0,138.0,unfocus,0.33029166278051125
68,136.0,140.0,unfocus,0.3307644205489974
