window_index,start_s,end_s,predicted_label,focus_probability
0,0.0,4.0,unfocus,0.005888310638500087
1,2.0,6.0,unfocus,0.004287679990162315
2,4.0,8.0,unfocus,0.00780501924673207
3,6.0,10.0,unfocus,0.02201777412097682
4,8.0,12.0,unfocus,0.03473669774319531
5,10.0,14.0,unfocus,0.4176968118986151
6,12.0,16.0,unfocus,0.03425970582342346
7,14.0,18.0,unfocus,0.04252067842572264
8,16.0,20.0,unfocus,0.0636327692152844
9,18.0,22.0,unfocus,0.004439042331882237
10,20.0,24.0,unfocus,0.002765407656698602
11,22.0,26.0,unfocus,0.008058827813241097
12,24.0,28.0,unfocus,0.006171572006806561
13,26.0,30.0,unfocus,1.8535331831781764e-07
14,28.0,32.0,unfocus,1.6721520933280624e-05
15,30.0,34.0,focus,0.744427891967923
16,32.0,36.0,focus,0.5481492368108031
17,34.0,38.0,unfocus,0.0030713546788316967
18,36.0,40.0,unfocus,0.012435438206298142
19,38.0,42.0,unfocus,0.00610550828894061
20,40.0,44.0,unfocus,0.0031819538570831128
21,42.0,46.0,unfocus,0.00970667312948675
22,44.0,48.0,unfocus,0.004838359014069114
23,46.0,50.0,unfocus,0.009040819411370568
24,48.0,52.0,unfocus,0.005678214645847938
25,50.0,54.0,unfocus,0.002899030970766495
26,52.0,56.0,unfocus,0.017502072413693868
27,54.0,58.0,unfocus,0.0032635436642416077
28,56.0,60.0,unfocus,0.03209519454323496
29,58.0,62.0,unfocus,0.018836197373970073
30,60.0,64.0,unfocus,0.01783359734341085
31,62.0,66.0,unfocus,0.007912127296344664
32,64.0,68.0,unfocus,0.009175847358365305
33,66.0,70.0,unfocus,0.009820143382838445
34,68.0,72.0,unfocus,0.014161141679353843
35,70.0,74.0,unfocus,0.02249890836343718
36,72.0,76.0,unfocus,0.01965565278492223
37,74.0,78.0,unfocus,0.00869738837425634
38,76.0,80.0,unfocus,0.022992040077359926
39,78.0,82.0,unfocus,0.01209508622144924
40,80.0,84.0,unfocus,0.009765407099223938
41,82.0,86.0,unfocus,0.005286814871702185
42,84.0,88.0,unfocus,0.004574886225176473
43,86.0,90.0,unfocus,0.013466886464804031
44,88.0,92.0,unfocus,0.00898560995042398
45,90.0,94.0,unfocus,0.016857229362324484
46,92.0,96.0,unfocus,0.008362374613848873
47,94.0,98.0,unfocus,0.021764211143972985
48,96.0,100.0,unfocus,0.019310097475165933
49,98.0,102.0,unfocus,0.009503018693885049
50,100.0,104.0,unfocus,0.009314652489923369
51,102.0,106.0,unfocus,0.016723580580502873
52,104.0,108.0,unfocus,0.04040550867988812
53,106.0,110.0,unfocus,0.05975969773776081
54,108.0,112.0,unfocus,0.03728149662896241
55,110.0,114.0,unfocus,0.0054273938239624495
56,112.0,116.0,unfocus,0.005207776837370848
57,114.0,118.0,unfocus,0.009036972864944827
58,116.0,120.0,unfocus,0.020719839103795608
59,118.0,122.0,unfocus,0.004257266699633356
60,120.0,124.0,unfocus,0.031452826664878496
61,122.0,126.0,unfocus,0.006038347645098409
62,124.0,128.0,unfocus,0.002845105243404681
63,126.0,130.0,unfocus,0.01600509442731008
64,128.0,132.0,unfocus,0.013338088090289883
65,130.0,134.0,unfocus,0.025252725921065523
66,132.0,136.0,unfocus,0.019782783159343238
67,134.0,138.0,unfocus,0.00980579172689609
68,136.0,140.0,unfocus,0.013000508604641439
69,138.0,142.0,unfocus,0.017081088059558512
70,140.0,144.0,unfocus,0.04389698982681653
